patent_id,application_date,newer_ipc,years_since_application
BR5931094,1974-07-10,C02F 11/02,6
BR5931094,1974-07-10,C02F 11/02,6
BR5931094,1974-07-10,C05F 17/02,16
BR5931094,1974-07-10,C05F 17/02,16
BR5882576,1963-04-24,C07F 7/00,5
BR5882576,1963-04-24,C07F 7/24,5
BR5882576,1963-04-24,C10L 1/10,5
BR5882576,1963-04-24,C10L 1/30,5
BR5888708,1967-10-24,C08B 37/00,7
BR5888708,1967-10-24,C08B 37/16,7
BR5888708,1967-10-24,C12P 19/00,13
BR5888708,1967-10-24,C12P 19/18,13
WO2009046524,2008-10-08,C08H 8/00,2
BR6310270,2004-08-12,C10L 1/232,2
WO2020109567,2019-11-29,A01N 63/20,1
BR6282908,2002-07-17,A61K 36/185,4
BR6282908,2002-07-17,A61K 36/48,4
BR6022913,1983-05-04,C07B 61/00,2
BR6022913,1983-05-04,C07B 61/00,2
BR6192485,1997-07-23,A61K 31/216,3
BR6192485,1997-07-23,A61K 31/357,3
BR6192485,1997-07-23,A61K 31/357,3
BR6192485,1997-07-23,A61K 31/381,3
BR6192485,1997-07-23,A61K 31/381,3
BR6192485,1997-07-23,A61K 31/439,3
BR6192485,1997-07-23,A61K 31/439,3
BR6192485,1997-07-23,A61P 1/00,3
BR6192485,1997-07-23,A61P 1/00,3
BR6192485,1997-07-23,A61P 13/00,3
BR6192485,1997-07-23,A61P 13/00,3
BR6192485,1997-07-23,A61P 13/10,3
BR6072913,1988-07-29,C07C 239/00,2
BR6072913,1988-07-29,C07C 239/00,2
BR6072913,1988-07-29,C07C 275/00,2
BR6072913,1988-07-29,C07C 275/62,2
WO2016102323,2015-12-17,A23L 33/105,1
WO2016102323,2015-12-17,A23L 33/115,1
WO2016102323,2015-12-17,A23L 33/12,1
WO2016102323,2015-12-17,A23L 33/175,1
BR6257539,2000-12-28,A23G 3/34,6
BR6257539,2000-12-28,A23G 3/36,6
BR6257539,2000-12-28,A61K 8/00,6
BR6257539,2000-12-28,A61K 8/00,6
BR6257539,2000-12-28,A61K 8/30,6
BR6257539,2000-12-28,A61K 8/30,6
BR6257539,2000-12-28,A61K 8/46,6
BR6257539,2000-12-28,A61Q 5/00,6
BR6257539,2000-12-28,A61Q 5/00,6
BR6257539,2000-12-28,A61Q 5/02,6
BR6257539,2000-12-28,A61Q 5/02,6
BR6257539,2000-12-28,A61Q 19/00,6
BR6257539,2000-12-28,A61Q 19/00,6
BR6046405,1986-04-24,A01N 53/10,9
BR6065527,1988-02-12,B01J 23/881,7
BR6065527,1988-02-12,B01J 23/882,7
BR6065527,1988-02-12,B01J 23/887,7
BR6211956,1999-03-31,A61K 8/19,7
BR6211956,1999-03-31,A61K 8/26,7
BR6211956,1999-03-31,A61K 8/00,7
BR6211956,1999-03-31,A61K 8/00,7
BR6211956,1999-03-31,A61K 8/20,7
BR6211956,1999-03-31,A61K 8/25,7
BR6211956,1999-03-31,A61K 8/27,7
BR6211956,1999-03-31,A61K 8/30,7
BR6211956,1999-03-31,A61K 8/31,7
BR6211956,1999-03-31,A61K 8/34,7
BR6211956,1999-03-31,A61K 8/37,7
BR6211956,1999-03-31,A61K 8/39,7
BR6211956,1999-03-31,A61K 8/40,7
BR6211956,1999-03-31,A61K 8/41,7
BR6211956,1999-03-31,A61K 8/44,7
BR6211956,1999-03-31,A61K 8/49,7
BR6211956,1999-03-31,A61K 8/55,7
BR6211956,1999-03-31,A61K 8/58,7
BR6211956,1999-03-31,A61K 8/72,7
BR6211956,1999-03-31,A61K 8/72,7
BR6211956,1999-03-31,A61K 8/73,7
BR6211956,1999-03-31,A61K 8/81,7
BR6211956,1999-03-31,A61K 8/86,7
BR6211956,1999-03-31,A61K 8/89,7
BR6211956,1999-03-31,A61K 8/891,7
BR6211956,1999-03-31,A61K 8/892,7
BR6211956,1999-03-31,A61K 8/893,7
BR6211956,1999-03-31,A61K 8/894,7
BR6211956,1999-03-31,A61K 8/895,7
BR6211956,1999-03-31,A61K 8/898,7
BR6211956,1999-03-31,A61K 8/90,7
BR6211956,1999-03-31,A61K 8/92,7
BR6211956,1999-03-31,A61K 8/92,7
BR6211956,1999-03-31,A61Q 13/00,7
BR6211956,1999-03-31,A61Q 13/00,7
BR6211956,1999-03-31,A61Q 15/00,7
BR6211956,1999-03-31,A61Q 15/00,7
BR6211956,1999-03-31,A61Q 17/00,7
BR6211956,1999-03-31,A61Q 17/00,7
BR6211956,1999-03-31,A61Q 17/02,7
BR6211956,1999-03-31,A61Q 17/02,7
BR6211956,1999-03-31,A61Q 19/00,7
BR6211956,1999-03-31,A61Q 19/00,7
BR5930462,1974-05-30,B01J 8/04,0
BR5930462,1974-05-30,B01J 8/04,0
BR5930462,1974-05-30,B01J 31/00,0
BR5930462,1974-05-30,B01J 31/00,0
BR5930462,1974-05-30,C07B 61/00,11
BR5930462,1974-05-30,C07B 61/00,11
BR5930462,1974-05-30,C07C 29/128,6
BR5930462,1974-05-30,C07C 67/03,0
BR5959288,1977-03-24,C12N 1/00,3
BR5959288,1977-03-24,C12N 1/00,3
BR5959288,1977-03-24,C02F 3/28,3
BR5959288,1977-03-24,C02F 3/28,3
BR5959288,1977-03-24,C02F 11/04,3
BR5959288,1977-03-24,C02F 11/04,3
BR5959288,1977-03-24,C05F 17/00,13
BR5959288,1977-03-24,C05F 17/00,13
BR5959288,1977-03-24,C12M 1/107,13
BR5959288,1977-03-24,C12M 1/107,13
BR6245734,2000-10-11,A61K 8/02,6
BR6245734,2000-10-11,A61K 8/02,6
BR6245734,2000-10-11,A61K 8/04,6
BR6245734,2000-10-11,A61K 8/04,6
BR6245734,2000-10-11,A61K 8/30,6
BR6245734,2000-10-11,A61K 8/30,6
BR6245734,2000-10-11,A61K 8/64,6
BR6245734,2000-10-11,A61K 8/72,6
BR6245734,2000-10-11,A61K 8/90,6
BR6245734,2000-10-11,A61Q 19/00,6
BR6245734,2000-10-11,A61Q 19/00,6
BR6005029,1981-09-22,B01D 53/38,14
BR6005029,1981-09-22,B01D 53/38,14
BR6005029,1981-09-22,B01D 53/81,14
BR6005029,1981-09-22,B01D 53/81,14
BR6043546,1985-09-30,A61K 31/5375,15
BR6043546,1985-09-30,A61K 31/5375,15
BR6043546,1985-09-30,A61P 9/00,15
BR6043546,1985-09-30,A61P 9/00,15
BR6043546,1985-09-30,A61P 25/00,15
BR6043546,1985-09-30,A61P 25/28,15
BR6043546,1985-09-30,C07C 213/00,5
BR6043546,1985-09-30,C07C 213/00,5
BR6043546,1985-09-30,C07C 213/02,5
BR6043546,1985-09-30,C07C 215/00,5
BR6043546,1985-09-30,C07C 215/30,5
BR6043546,1985-09-30,C07C 217/00,5
BR6043546,1985-09-30,C07C 217/48,5
BR6043546,1985-09-30,C07C 217/64,5
BR6043546,1985-09-30,C07C 217/70,5
BR6043546,1985-09-30,C07D 295/13,5
BR6061775,1987-05-22,C07C 327/00,3
BR6061775,1987-05-22,C07C 327/00,3
BR6181378,1997-08-29,A61K 8/00,9
BR6181378,1997-08-29,A61K 8/00,9
BR6181378,1997-08-29,A61Q 13/00,9
BR6181378,1997-08-29,A61Q 13/00,9
BR5881842,1961-11-24,C12N 9/00,19
BR5881842,1961-11-24,C12N 9/00,19
BR5881842,1961-11-24,C12N 9/26,19
BR5881842,1961-11-24,C12N 9/30,19
BR5881842,1961-11-24,C12N 9/34,19
BR5887515,1966-12-28,C12N 9/00,14
BR5887515,1966-12-28,C12N 9/00,14
BR5887515,1966-12-28,C12N 9/26,14
BR5887515,1966-12-28,C12N 9/30,14
BR5887515,1966-12-28,C12N 9/34,14
BR5942204,1975-09-23,A23B 7/022,15
BR5942204,1975-09-23,A23L 1/0522,15
BR5942204,1975-09-23,A23L 1/0522,15
BR5942204,1975-09-23,A23L 3/40,10
BR5942204,1975-09-23,A23L 3/48,15
BR5910132,1972-07-21,C12P 7/40,8
BR5910132,1972-07-21,C12P 7/48,8
BR5910132,1972-07-21,C12R 1/72,8
BR6196785,1998-10-15,C10L 1/192,8
BR6196785,1998-10-15,C10L 1/195,8
BR6196785,1998-10-15,C10L 1/198,8
BR6196785,1998-10-15,C10L 1/238,8
BR6196785,1998-10-15,C10L 1/2383,8
BR6196785,1998-10-15,C10L 10/08,8
BR6196785,1998-10-15,C10L 10/08,8
BR6024258,1983-08-15,C07D 295/088,7
BR6024258,1983-08-15,C10L 1/23,23
BR6024258,1983-08-15,C10L 1/233,23
BR6102864,1991-02-19,A01P 13/00,15
BR6102864,1991-02-19,A01P 13/00,15
BR6160654,1996-10-02,C10L 1/192,10
BR6160654,1996-10-02,C10L 1/196,10
BR6160654,1996-10-02,C10L 10/08,10
BR6160654,1996-10-02,C10L 10/08,10
BR6160654,1996-10-02,C10L 10/18,10
BR5924218,1974-02-01,C12N 1/00,6
BR5924218,1974-02-01,C12N 1/00,6
BR5924218,1974-02-01,C12N 1/06,6
BR5924218,1974-02-01,C12N 1/06,6
BR6104536,1991-09-25,A01P 13/00,15
BR6104536,1991-09-25,A01P 13/00,15
BR5954585,1977-02-03,C07C 45/42,3
BR5954585,1977-02-03,C07C 45/56,3
BR5954585,1977-02-03,C07C 47/575,3
WO2022144195,2021-12-17,C12P 7/625,1
BR5945782,1976-04-30,A01N 37/34,4
BR5945782,1976-04-30,A01N 37/34,4
BR5945782,1976-04-30,C07C 253/00,14
BR5945782,1976-04-30,C07C 253/00,14
BR5945782,1976-04-30,C07C 255/00,14
BR5945782,1976-04-30,C07C 255/37,14
BR5945782,1976-04-30,C07C 255/41,14
BR5945782,1976-04-30,C07C 255/53,14
BR5945782,1976-04-30,C07C 255/56,14
BR5945782,1976-04-30,C07C 313/00,14
BR5945782,1976-04-30,C07C 313/00,14
BR5945782,1976-04-30,C07C 319/00,14
BR5945782,1976-04-30,C07C 319/20,14
BR5945782,1976-04-30,C07C 323/00,14
BR5945782,1976-04-30,C07C 323/62,14
BR5945170,1976-03-22,C07C 43/29,4
BR5945170,1976-03-22,C07C 41/22,4
BR6193727,1997-12-22,A01N 65/08,12
BR6193727,1997-12-22,A01N 65/08,12
BR6193727,1997-12-22,A01P 3/00,9
BR6193727,1997-12-22,A01P 3/00,9
BR6193727,1997-12-22,A61P 31/00,3
BR6193727,1997-12-22,A61P 31/04,3
BR6193727,1997-12-22,A61P 31/10,3
BR5885275,1965-09-27,C07C 45/00,3
BR5885275,1965-09-27,C07C 45/46,15
BR5885275,1965-09-27,C07C 45/56,15
BR5885275,1965-09-27,C07C 47/52,3
BR5885275,1965-09-27,C07C 47/546,15
BR5885275,1965-09-27,C07C 49/00,3
BR5885275,1965-09-27,C07C 49/792,15
BR5885275,1965-09-27,C11B 9/00,3
BR5885275,1965-09-27,C11B 9/00,3
BR5885278,1965-09-27,C07C 205/00,25
BR5885278,1965-09-27,C07C 205/06,25
BR5954975,1977-02-28,C07B 61/00,8
BR5954975,1977-02-28,C07B 61/00,8
BR5954975,1977-02-28,A01N 29/00,3
BR5954975,1977-02-28,A01N 29/00,3
BR5954975,1977-02-28,A01N 31/00,3
BR5954975,1977-02-28,A01N 31/04,3
BR5954975,1977-02-28,A01N 37/34,3
BR5954975,1977-02-28,A01N 37/34,3
BR5954975,1977-02-28,A01N 37/36,3
BR5954975,1977-02-28,A01N 37/36,3
BR5954975,1977-02-28,A01N 53/00,3
BR5954975,1977-02-28,A01N 53/00,3
BR5954975,1977-02-28,C07C 253/00,13
BR5954975,1977-02-28,C07C 253/00,13
BR5954975,1977-02-28,C07C 255/00,13
BR5954975,1977-02-28,C07C 255/38,13
BR5954975,1977-02-28,C07C 255/53,13
BR5954975,1977-02-28,C07C 313/00,13
BR5954975,1977-02-28,C07C 313/00,13
BR5954975,1977-02-28,C07C 319/00,13
BR5954975,1977-02-28,C07C 319/20,13
BR5954975,1977-02-28,C07C 323/00,13
BR5954975,1977-02-28,C07C 323/62,13
BR5997989,1981-04-20,C07C 255/39,9
BR5997989,1981-04-20,A01N 53/14,14
BR5997989,1981-04-20,C07B 57/00,4
BR5997989,1981-04-20,C07B 57/00,4
BR5997989,1981-04-20,C07C 253/00,9
BR5997989,1981-04-20,C07C 253/00,9
BR5997989,1981-04-20,C07C 253/34,9
BR5997989,1981-04-20,C07C 255/00,9
BR5997989,1981-04-20,C07C 255/53,9
BR5953164,1976-11-10,C07C 69/614,4
BR5953164,1976-11-10,A01N 37/10,4
BR5953164,1976-11-10,A01N 37/10,4
BR5953164,1976-11-10,A01N 37/36,4
BR5953164,1976-11-10,A01N 37/38,4
BR5953164,1976-11-10,A01N 53/00,4
BR5953164,1976-11-10,A01N 53/08,19
BR5953164,1976-11-10,C07B 61/00,9
BR5953164,1976-11-10,C07B 61/00,9
BR5953164,1976-11-10,C07C 69/003,4
BR5953164,1976-11-10,C07C 69/612,4
BR5953164,1976-11-10,C07C 69/635,4
BR5953164,1976-11-10,C07C 69/743,4
BR5953164,1976-11-10,C07C 253/00,14
BR5953164,1976-11-10,C07C 253/00,14
BR5953164,1976-11-10,C07C 255/00,14
BR5953164,1976-11-10,C07C 255/38,14
BR5953164,1976-11-10,C07C 255/53,14
BR6149535,1995-11-09,A61K 31/403,5
BR6149535,1995-11-09,A61K 31/4035,5
BR6149535,1995-11-09,A61P 35/00,5
BR6149535,1995-11-09,A61P 35/00,5
BR6149535,1995-11-09,A61P 43/00,5
BR6149535,1995-11-09,A61P 43/00,5
BR5898264,1970-01-02,C10L 3/10,20
BR5937947,1974-11-29,C07C 2/00,6
BR5937947,1974-11-29,A61K 8/30,32
BR5937947,1974-11-29,A61K 8/31,32
BR5937947,1974-11-29,A61Q 13/00,32
BR5937947,1974-11-29,A61Q 13/00,32
BR5937947,1974-11-29,C07B 61/00,11
BR5937947,1974-11-29,C07B 61/00,11
BR5937947,1974-11-29,C07C 2/00,6
BR5937947,1974-11-29,C07C 2/76,6
BR5937947,1974-11-29,C07C 2/86,6
BR5937947,1974-11-29,C07C 49/792,6
BR6201395,1998-06-26,C12R 1/94,2
BR6132029,1994-12-02,B01J 23/889,1
BR5922861,1973-11-09,C12N 1/00,7
BR5922861,1973-11-09,C12N 1/00,7
BR6191800,1997-01-31,A01N 65/08,12
BR6191800,1997-01-31,A01N 65/08,12
BR6191800,1997-01-31,A01P 3/00,9
BR6191800,1997-01-31,A01P 3/00,9
BR6245154,2000-10-26,A61K 36/00,6
BR6245154,2000-10-26,A61K 36/00,6
BR5921095,1973-07-27,C12N 9/44,7
BR5921095,1973-07-27,C12N 9/46,7
BR6033405,1984-07-20,C07B 43/00,1
BR6033405,1984-07-20,C07B 43/08,1
BR6033405,1984-07-20,C07B 53/00,1
BR6033405,1984-07-20,C07B 53/00,1
BR6033405,1984-07-20,C07K 5/00,1
BR6033405,1984-07-20,C07K 5/12,1
BR6132027,1994-12-02,B01J 23/889,1
BR6065863,1988-03-11,C07C 233/00,2
BR6065863,1988-03-11,C07C 233/18,2
BR6233128,1999-12-13,A61P 5/00,1
BR6233128,1999-12-13,A61P 5/14,1
BR6233128,1999-12-13,A61P 11/00,1
BR6233128,1999-12-13,A61P 11/00,1
BR6233128,1999-12-13,A61P 11/06,1
BR6233128,1999-12-13,A61P 13/00,1
BR6233128,1999-12-13,A61P 13/12,1
BR6233128,1999-12-13,A61P 29/00,1
BR6233128,1999-12-13,A61P 29/00,1
BR6233128,1999-12-13,A61P 37/00,1
BR6233128,1999-12-13,A61P 37/00,1
BR6233128,1999-12-13,A61P 37/08,1
BR6268511,2002-11-11,A23G 3/34,4
BR6268511,2002-11-11,A23G 3/34,4
BR6268511,2002-11-11,A23G 3/54,4
BR6013705,1982-05-24,C07C 253/00,8
BR6013705,1982-05-24,C07C 253/00,8
BR6013705,1982-05-24,A01N 53/08,13
BR6013705,1982-05-24,C07B 61/00,3
BR6013705,1982-05-24,C07B 61/00,3
BR6013705,1982-05-24,C07C 255/00,8
BR6013705,1982-05-24,C07C 255/39,8
BR6013705,1982-05-24,C07C 255/53,8
BR5918936,1973-04-17,A61L 15/16,17
BR5918936,1973-04-17,A61L 15/42,17
BR5918936,1973-04-17,B29C 44/00,22
BR5918936,1973-04-17,B29C 44/32,22
BR5918936,1973-04-17,B29C 44/34,22
BR5918936,1973-04-17,B29C 44/56,22
BR5918936,1973-04-17,C08G 18/00,1
BR5918936,1973-04-17,C08G 18/00,1
BR5918936,1973-04-17,C08G 18/48,1
BR5918936,1973-04-17,C08J 9/00,1
BR5918936,1973-04-17,C08J 9/00,1
BR5918936,1973-04-17,C08J 9/02,1
BR5918936,1973-04-17,C12N 11/00,7
BR5918936,1973-04-17,C12N 11/08,7
BR5918936,1973-04-17,C12P 19/00,7
BR5918936,1973-04-17,C12P 19/20,7
BR5918936,1973-04-17,C12P 37/00,7
BR5918936,1973-04-17,C12P 37/06,7
WO2010071867,2009-12-21,C08H 8/00,1
WO2010080464,2009-12-17,C08H 8/00,1
WO2011005507,2010-06-22,C13B 10/02,1
WO2011005507,2010-06-22,C13B 5/04,1
WO2003076492,2003-03-10,C10L 1/198,3
BR6312346,2005-03-22,A61K 8/72,1
BR6312346,2005-03-22,A61K 8/72,1
BR6312346,2005-03-22,A61K 8/00,1
BR6312346,2005-03-22,A61K 8/00,1
BR6312346,2005-03-22,A61K 8/73,1
BR6312346,2005-03-22,A61Q 19/00,1
BR6312346,2005-03-22,A61Q 19/00,1
WO2016087445,2015-12-01,A23L 29/30,1
BR6311047,2004-11-26,A61K 8/30,2
BR6311047,2004-11-26,A61K 8/00,2
BR6311047,2004-11-26,A61K 8/00,2
BR6311047,2004-11-26,A61K 8/04,2
BR6311047,2004-11-26,A61K 8/04,2
BR6311047,2004-11-26,A61K 8/18,2
BR6311047,2004-11-26,A61K 8/18,2
BR6311047,2004-11-26,A61K 8/30,2
BR6311047,2004-11-26,A61K 8/31,2
BR6311047,2004-11-26,A61K 8/34,2
BR6311047,2004-11-26,A61K 8/36,2
BR6311047,2004-11-26,A61K 8/362,2
BR6311047,2004-11-26,A61K 8/365,2
BR6311047,2004-11-26,A61K 8/368,2
BR6311047,2004-11-26,A61K 8/40,2
BR6311047,2004-11-26,A61K 8/42,2
BR6311047,2004-11-26,A61K 8/49,2
BR6311047,2004-11-26,A61K 8/60,2
BR6311047,2004-11-26,A61K 8/72,2
BR6311047,2004-11-26,A61K 8/72,2
BR6311047,2004-11-26,A61K 8/73,2
BR6311047,2004-11-26,A61K 8/92,2
BR6311047,2004-11-26,A61K 8/92,2
BR6311047,2004-11-26,A61K 8/96,2
BR6311047,2004-11-26,A61K 8/96,2
BR6311047,2004-11-26,A61K 8/97,2
BR6311047,2004-11-26,A61Q 5/00,2
BR6311047,2004-11-26,A61Q 5/00,2
BR6311047,2004-11-26,A61Q 5/02,2
BR6311047,2004-11-26,A61Q 5/02,2
BR6311047,2004-11-26,A61Q 5/04,2
BR6311047,2004-11-26,A61Q 5/04,2
BR6311047,2004-11-26,A61Q 5/06,2
BR6311047,2004-11-26,A61Q 5/06,2
BR6311047,2004-11-26,A61Q 5/12,2
BR6311047,2004-11-26,A61Q 5/12,2
BR6311047,2004-11-26,A61Q 19/00,2
BR6311047,2004-11-26,A61Q 19/00,2
BR6116149,1993-04-12,C07K 14/435,2
BR6116149,1993-04-12,C07K 14/47,2
WO2011007369,2009-07-13,C08H 8/00,1
WO2016098048,2015-12-17,A23L 29/00,1
BR6252569,1998-12-22,A61K 31/357,2
BR6252569,1998-12-22,A61K 31/357,2
BR6252569,1998-12-22,A61K 31/381,2
BR6252569,1998-12-22,A61K 31/381,2
BR6252569,1998-12-22,A61K 31/428,2
BR6252569,1998-12-22,A61K 31/428,2
BR6252569,1998-12-22,A61K 31/4402,2
BR6252569,1998-12-22,A61K 31/4402,2
BR6252569,1998-12-22,A61K 31/4406,2
BR6252569,1998-12-22,A61K 31/4406,2
BR6252569,1998-12-22,A61K 31/4409,2
BR6252569,1998-12-22,A61K 31/4409,2
BR6252569,1998-12-22,A61K 31/4412,2
BR6252569,1998-12-22,A61K 31/4412,2
BR6252569,1998-12-22,A61K 31/4418,2
BR6252569,1998-12-22,A61K 31/4418,2
BR6252569,1998-12-22,A61K 31/4427,2
BR6252569,1998-12-22,A61K 31/4427,2
BR6252569,1998-12-22,A61K 31/4433,2
BR6252569,1998-12-22,A61K 31/4436,2
BR6252569,1998-12-22,A61K 31/4439,2
BR6252569,1998-12-22,A61P 35/00,2
BR6252569,1998-12-22,A61P 35/00,2
BR6252569,1998-12-22,A61P 43/00,2
BR6252569,1998-12-22,A61P 43/00,2
BR6232244,1999-11-08,A61K 31/166,1
BR6232244,1999-11-08,A61K 31/166,1
BR6232244,1999-11-08,A61K 31/167,1
BR6232244,1999-11-08,A61K 31/167,1
BR6232244,1999-11-08,A61K 31/4164,1
BR6232244,1999-11-08,A61K 31/417,1
BR6232244,1999-11-08,A61K 31/4409,1
BR6232244,1999-11-08,A61K 31/4409,1
BR6232244,1999-11-08,A61K 31/4427,1
BR6232244,1999-11-08,A61K 31/443,1
BR6232244,1999-11-08,A61K 31/4738,1
BR6232244,1999-11-08,A61K 31/4745,1
BR6232244,1999-11-08,A61P 17/00,1
BR6232244,1999-11-08,A61P 17/00,1
BR6232244,1999-11-08,A61P 27/00,1
BR6232244,1999-11-08,A61P 27/02,1
BR6232244,1999-11-08,A61P 35/00,1
BR6232244,1999-11-08,A61P 35/00,1
BR6232244,1999-11-08,A61P 43/00,1
BR6232244,1999-11-08,A61P 43/00,1
WO2002062358,2002-02-07,C12N 5/071,8
WO2005061544,2004-12-20,C12N 5/079,6
BR6202481,1998-09-09,A61K 31/429,2
BR6202481,1998-09-09,A61K 31/431,2
BR6202481,1998-09-09,A61K 31/4965,2
BR6202481,1998-09-09,A61K 31/497,2
BR6202481,1998-09-09,A61K 31/546,2
BR6202481,1998-09-09,A61K 31/546,2
BR6202481,1998-09-09,A61K 31/7028,2
BR6202481,1998-09-09,A61K 31/7028,2
BR6202481,1998-09-09,A61L 27/36,2
BR6202481,1998-09-09,A61L 27/54,2
BR6202481,1998-09-09,A61P 3/00,2
BR6202481,1998-09-09,A61P 3/14,2
BR6202481,1998-09-09,A61P 29/00,2
BR6202481,1998-09-09,A61P 29/00,2
BR6202481,1998-09-09,A61P 31/00,2
BR6202481,1998-09-09,A61P 31/02,2
BR6202481,1998-09-09,A61P 31/04,2
BR6202481,1998-09-09,A61P 31/06,2
BR6202481,1998-09-09,A61P 31/10,2
BR6202481,1998-09-09,A61P 31/12,2
BR6202481,1998-09-09,A61P 33/00,2
BR6202481,1998-09-09,A61P 33/10,2
BR6232554,1999-11-09,A61K 31/166,1
BR6232554,1999-11-09,A61K 31/166,1
BR6232554,1999-11-09,A61K 31/403,1
BR6232554,1999-11-09,A61K 31/403,1
BR6232554,1999-11-09,A61K 31/404,1
BR6232554,1999-11-09,A61K 31/4409,1
BR6232554,1999-11-09,A61K 31/4409,1
BR6232554,1999-11-09,A61K 31/4427,1
BR6232554,1999-11-09,A61K 31/4427,1
BR6232554,1999-11-09,A61K 31/443,1
BR6232554,1999-11-09,A61K 31/4433,1
BR6232554,1999-11-09,A61K 31/4436,1
BR6232554,1999-11-09,A61K 31/4439,1
BR6232554,1999-11-09,A61K 31/444,1
BR6232554,1999-11-09,A61K 31/4709,1
BR6232554,1999-11-09,A61K 31/4709,1
BR6232554,1999-11-09,A61K 31/472,1
BR6232554,1999-11-09,A61K 31/4725,1
BR6232554,1999-11-09,A61K 31/506,1
BR6232554,1999-11-09,A61K 31/506,1
BR6232554,1999-11-09,A61K 31/517,1
BR6232554,1999-11-09,A61K 31/517,1
BR6232554,1999-11-09,A61K 31/536,1
BR6232554,1999-11-09,A61K 31/536,1
BR6232554,1999-11-09,A61P 1/00,1
BR6232554,1999-11-09,A61P 1/16,1
BR6232554,1999-11-09,A61P 3/00,1
BR6232554,1999-11-09,A61P 3/10,1
BR6232554,1999-11-09,A61P 9/00,1
BR6232554,1999-11-09,A61P 9/10,1
BR6232554,1999-11-09,A61P 9/14,1
BR6232554,1999-11-09,A61P 13/00,1
BR6232554,1999-11-09,A61P 13/12,1
BR6232554,1999-11-09,A61P 17/00,1
BR6232554,1999-11-09,A61P 17/06,1
BR6232554,1999-11-09,A61P 19/00,1
BR6232554,1999-11-09,A61P 19/02,1
BR6232554,1999-11-09,A61P 27/00,1
BR6232554,1999-11-09,A61P 27/02,1
BR6232554,1999-11-09,A61P 27/06,1
BR6232554,1999-11-09,A61P 35/00,1
BR6232554,1999-11-09,A61P 35/00,1
BR6232554,1999-11-09,A61P 43/00,1
BR6232554,1999-11-09,A61P 43/00,1
BR6252568,1998-12-22,A61K 31/381,2
BR6252568,1998-12-22,A61K 31/381,2
BR6252568,1998-12-22,A61K 31/422,2
BR6252568,1998-12-22,A61K 31/422,2
BR6252568,1998-12-22,A61K 31/4245,2
BR6252568,1998-12-22,A61K 31/4245,2
BR6252568,1998-12-22,A61K 31/428,2
BR6252568,1998-12-22,A61K 31/428,2
BR6252568,1998-12-22,A61K 31/4427,2
BR6252568,1998-12-22,A61K 31/4427,2
BR6252568,1998-12-22,A61K 31/4433,2
BR6252568,1998-12-22,A61K 31/4436,2
BR6252568,1998-12-22,A61K 31/4439,2
BR6252568,1998-12-22,A61K 31/444,2
BR6252568,1998-12-22,A61K 31/4709,2
BR6252568,1998-12-22,A61K 31/4709,2
BR6252568,1998-12-22,A61K 31/496,2
BR6252568,1998-12-22,A61K 31/496,2
BR6252568,1998-12-22,A61K 31/506,2
BR6252568,1998-12-22,A61K 31/506,2
BR6252568,1998-12-22,A61K 31/5375,2
BR6252568,1998-12-22,A61K 31/5377,2
BR6252568,1998-12-22,A61P 35/00,2
BR6252568,1998-12-22,A61P 35/00,2
BR6252568,1998-12-22,A61P 43/00,2
BR6252568,1998-12-22,A61P 43/00,2
